unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
KDP|0002057692-26-000004|derivative|2026-09-14|Gorli Eric|M|Restricted Stock Unit|3317|0|D,2026-09-17 04:45:13+0000,KDP,Keurig Dr Pepper Inc.,0001418135,4,2026-09-16,2026-09-14,0002057692-26-000004,https://www.sec.gov/Archives/edgar/data/1418135/000205769226000004/wk-form4_1789595151.xml,derivative,2026-09-14,M,Restricted Stock Unit,3317,0,0.0,3316,D,Gorli Eric,"Officer, President, US Refreshment Bev.",0,1,0,"President, US Refreshment Bev.",SEC EDGAR
ISRG|0001897970-26-000008|nonDerivative|2026-09-15|Widman Fredrik|M|Common Stock|546|79.6378|D,2026-09-17 04:45:13+0000,ISRG,INTUITIVE SURGICAL INC,0001035267,4,2026-09-16,2026-09-15,0001897970-26-000008,https://www.sec.gov/Archives/edgar/data/1035267/000189797026000008/edgardoc.xml,nonDerivative,2026-09-15,M,Common Stock,546,79.6378,43482.2388,1572,D,Widman Fredrik,"Officer, VP Corporate Controller",0,1,0,VP Corporate Controller,SEC EDGAR
ISRG|0001897970-26-000008|nonDerivative|2026-09-15|Widman Fredrik|S|Common Stock|546|374.44|D,2026-09-17 04:45:13+0000,ISRG,INTUITIVE SURGICAL INC,0001035267,4,2026-09-16,2026-09-15,0001897970-26-000008,https://www.sec.gov/Archives/edgar/data/1035267/000189797026000008/edgardoc.xml,nonDerivative,2026-09-15,S,Common Stock,546,374.44,204444.24,1026,D,Widman Fredrik,"Officer, VP Corporate Controller",0,1,0,VP Corporate Controller,SEC EDGAR
ISRG|0001897970-26-000008|nonDerivative|2026-09-15|Widman Fredrik|M|Common Stock|543|109.4856|D,2026-09-17 04:45:13+0000,ISRG,INTUITIVE SURGICAL INC,0001035267,4,2026-09-16,2026-09-15,0001897970-26-000008,https://www.sec.gov/Archives/edgar/data/1035267/000189797026000008/edgardoc.xml,nonDerivative,2026-09-15,M,Common Stock,543,109.4856,59450.6808,1569,D,Widman Fredrik,"Officer, VP Corporate Controller",0,1,0,VP Corporate Controller,SEC EDGAR
ISRG|0001897970-26-000008|nonDerivative|2026-09-15|Widman Fredrik|S|Common Stock|543|374.44|D,2026-09-17 04:45:13+0000,ISRG,INTUITIVE SURGICAL INC,0001035267,4,2026-09-16,2026-09-15,0001897970-26-000008,https://www.sec.gov/Archives/edgar/data/1035267/000189797026000008/edgardoc.xml,nonDerivative,2026-09-15,S,Common Stock,543,374.44,203320.92,1026,D,Widman Fredrik,"Officer, VP Corporate Controller",0,1,0,VP Corporate Controller,SEC EDGAR
ISRG|0001897970-26-000008|derivative|2026-09-15|Widman Fredrik|M|Non-Qualified Stock Option (right to buy)|546|0.0|D,2026-09-17 04:45:13+0000,ISRG,INTUITIVE SURGICAL INC,0001035267,4,2026-09-16,2026-09-15,0001897970-26-000008,https://www.sec.gov/Archives/edgar/data/1035267/000189797026000008/edgardoc.xml,derivative,2026-09-15,M,Non-Qualified Stock Option (right to buy),546,0.0,0.0,1092,D,Widman Fredrik,"Officer, VP Corporate Controller",0,1,0,VP Corporate Controller,SEC EDGAR
ISRG|0001897970-26-000008|derivative|2026-09-15|Widman Fredrik|M|Non-Qualified Stock Option (right to buy)|543|0.0|D,2026-09-17 04:45:13+0000,ISRG,INTUITIVE SURGICAL INC,0001035267,4,2026-09-16,2026-09-15,0001897970-26-000008,https://www.sec.gov/Archives/edgar/data/1035267/000189797026000008/edgardoc.xml,derivative,2026-09-15,M,Non-Qualified Stock Option (right to buy),543,0.0,0.0,1086,D,Widman Fredrik,"Officer, VP Corporate Controller",0,1,0,VP Corporate Controller,SEC EDGAR
ICE|0001193125-26-393127|nonDerivative|2026-09-14|Foley Douglas|S|Common Stock|1600|160|D,2026-09-17 04:45:13+0000,ICE,"Intercontinental Exchange, Inc.",0001571949,4,2026-09-16,2026-09-14,0001193125-26-393127,https://www.sec.gov/Archives/edgar/data/1571949/000119312526393127/ownership.xml,nonDerivative,2026-09-14,S,Common Stock,1600,160,256000.0,15863,D,Foley Douglas,"SVP, HR & Administration",false,true,false,"SVP, HR & Administration",SEC EDGAR
"HSY|0000950142-26-002557|nonDerivative|2026-09-14|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|4390|173.8061|D",2026-09-17 04:45:13+0000,HSY,HERSHEY CO,0000047111,4,2026-09-16,2026-09-14,0000950142-26-002557,https://www.sec.gov/Archives/edgar/data/47111/000095014226002557/es260830321_4-hsy.xml,nonDerivative,2026-09-14,S,"Common Stock, $1.00 par value",4390,173.8061,763008.779,811729,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002557|nonDerivative|2026-09-14|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|3993|174.5004|D",2026-09-17 04:45:13+0000,HSY,HERSHEY CO,0000047111,4,2026-09-16,2026-09-14,0000950142-26-002557,https://www.sec.gov/Archives/edgar/data/47111/000095014226002557/es260830321_4-hsy.xml,nonDerivative,2026-09-14,S,"Common Stock, $1.00 par value",3993,174.5004,696780.0972000001,807736,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002557|nonDerivative|2026-09-14|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|1214|175.4529|D",2026-09-17 04:45:13+0000,HSY,HERSHEY CO,0000047111,4,2026-09-16,2026-09-14,0000950142-26-002557,https://www.sec.gov/Archives/edgar/data/47111/000095014226002557/es260830321_4-hsy.xml,nonDerivative,2026-09-14,S,"Common Stock, $1.00 par value",1214,175.4529,212999.8206,806522,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002557|nonDerivative|2026-09-14|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|203|176.3851|D",2026-09-17 04:45:13+0000,HSY,HERSHEY CO,0000047111,4,2026-09-16,2026-09-14,0000950142-26-002557,https://www.sec.gov/Archives/edgar/data/47111/000095014226002557/es260830321_4-hsy.xml,nonDerivative,2026-09-14,S,"Common Stock, $1.00 par value",203,176.3851,35806.175299999995,806319,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002557|nonDerivative|2026-09-14|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|200|177.6723|D",2026-09-17 04:45:13+0000,HSY,HERSHEY CO,0000047111,4,2026-09-16,2026-09-14,0000950142-26-002557,https://www.sec.gov/Archives/edgar/data/47111/000095014226002557/es260830321_4-hsy.xml,nonDerivative,2026-09-14,S,"Common Stock, $1.00 par value",200,177.6723,35534.46,806119,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002557|nonDerivative|2026-09-15|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|400|169.7305|D",2026-09-17 04:45:13+0000,HSY,HERSHEY CO,0000047111,4,2026-09-16,2026-09-14,0000950142-26-002557,https://www.sec.gov/Archives/edgar/data/47111/000095014226002557/es260830321_4-hsy.xml,nonDerivative,2026-09-15,S,"Common Stock, $1.00 par value",400,169.7305,67892.2,805719,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002557|nonDerivative|2026-09-15|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|6586|170.4637|D",2026-09-17 04:45:13+0000,HSY,HERSHEY CO,0000047111,4,2026-09-16,2026-09-14,0000950142-26-002557,https://www.sec.gov/Archives/edgar/data/47111/000095014226002557/es260830321_4-hsy.xml,nonDerivative,2026-09-15,S,"Common Stock, $1.00 par value",6586,170.4637,1122673.9282,799133,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002557|nonDerivative|2026-09-15|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|2198|171.3769|D",2026-09-17 04:45:13+0000,HSY,HERSHEY CO,0000047111,4,2026-09-16,2026-09-14,0000950142-26-002557,https://www.sec.gov/Archives/edgar/data/47111/000095014226002557/es260830321_4-hsy.xml,nonDerivative,2026-09-15,S,"Common Stock, $1.00 par value",2198,171.3769,376686.4262,796935,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002557|nonDerivative|2026-09-15|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|676|172.3273|D",2026-09-17 04:45:13+0000,HSY,HERSHEY CO,0000047111,4,2026-09-16,2026-09-14,0000950142-26-002557,https://www.sec.gov/Archives/edgar/data/47111/000095014226002557/es260830321_4-hsy.xml,nonDerivative,2026-09-15,S,"Common Stock, $1.00 par value",676,172.3273,116493.25480000001,796259,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002557|nonDerivative|2026-09-15|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|140|173.1000|D",2026-09-17 04:45:13+0000,HSY,HERSHEY CO,0000047111,4,2026-09-16,2026-09-14,0000950142-26-002557,https://www.sec.gov/Archives/edgar/data/47111/000095014226002557/es260830321_4-hsy.xml,nonDerivative,2026-09-15,S,"Common Stock, $1.00 par value",140,173.1000,24234.0,796119,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002557|nonDerivative|2026-09-16|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|3299|170.8128|D",2026-09-17 04:45:13+0000,HSY,HERSHEY CO,0000047111,4,2026-09-16,2026-09-14,0000950142-26-002557,https://www.sec.gov/Archives/edgar/data/47111/000095014226002557/es260830321_4-hsy.xml,nonDerivative,2026-09-16,S,"Common Stock, $1.00 par value",3299,170.8128,563511.4272,792820,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002557|nonDerivative|2026-09-16|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|4135|171.5408|D",2026-09-17 04:45:13+0000,HSY,HERSHEY CO,0000047111,4,2026-09-16,2026-09-14,0000950142-26-002557,https://www.sec.gov/Archives/edgar/data/47111/000095014226002557/es260830321_4-hsy.xml,nonDerivative,2026-09-16,S,"Common Stock, $1.00 par value",4135,171.5408,709321.208,788685,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002557|nonDerivative|2026-09-16|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|2566|172.2141|D",2026-09-17 04:45:13+0000,HSY,HERSHEY CO,0000047111,4,2026-09-16,2026-09-14,0000950142-26-002557,https://www.sec.gov/Archives/edgar/data/47111/000095014226002557/es260830321_4-hsy.xml,nonDerivative,2026-09-16,S,"Common Stock, $1.00 par value",2566,172.2141,441901.38060000003,786119,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
HPE|0001233171-26-000012|nonDerivative|2026-09-14|REINER GARY M|S|Common Stock|17000|56.9076|I,2026-09-17 04:45:13+0000,HPE,Hewlett Packard Enterprise Co,0001645590,4,2026-09-16,2026-09-14,0001233171-26-000012,https://www.sec.gov/Archives/edgar/data/1645590/000123317126000012/form4.xml,nonDerivative,2026-09-14,S,Common Stock,17000,56.9076,967429.2000000001,65072,I,REINER GARY M,Director,1,0,0,,SEC EDGAR
HPE|0001233171-26-000012|derivative|2026-07-15|REINER GARY M|A|Restricted Stock Units|26.3109||D,2026-09-17 04:45:13+0000,HPE,Hewlett Packard Enterprise Co,0001645590,4,2026-09-16,2026-09-14,0001233171-26-000012,https://www.sec.gov/Archives/edgar/data/1645590/000123317126000012/form4.xml,derivative,2026-07-15,A,Restricted Stock Units,26.3109,,,8776.3109,D,REINER GARY M,Director,1,0,0,,SEC EDGAR
GOOGL|0001193125-26-393515|nonDerivative|2026-09-14|Washington Robin L|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393515,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393515/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1433,D,Washington Robin L,,true,false,false,,SEC EDGAR
GOOGL|0001193125-26-393515|nonDerivative|2026-09-14|Washington Robin L|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393515,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393515/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,597,D,Washington Robin L,,true,false,false,,SEC EDGAR
GOOGL|0001193125-26-393497|nonDerivative|2026-09-14|WALKER JOHN KENT|A|Class C Google Stock Units|37|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393497,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393497/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,37,0,0.0,57869,D,WALKER JOHN KENT,"President, Global Affairs, CLO",false,true,false,"President, Global Affairs, CLO",SEC EDGAR
GOOGL|0001193125-26-393497|nonDerivative|2026-09-14|WALKER JOHN KENT|A|Class C Google Stock Units|12|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393497,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393497/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,12,0,0.0,19076,D,WALKER JOHN KENT,"President, Global Affairs, CLO",false,true,false,"President, Global Affairs, CLO",SEC EDGAR
GOOGL|0001193125-26-393497|nonDerivative|2026-09-14|WALKER JOHN KENT|A|Class C Google Stock Units|33|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393497,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393497/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,33,0,0.0,51338,D,WALKER JOHN KENT,"President, Global Affairs, CLO",false,true,false,"President, Global Affairs, CLO",SEC EDGAR
GOOGL|0001193125-26-393513|nonDerivative|2026-09-14|Shriram Kavitark Ram|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393513,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393513/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1433,D,Shriram Kavitark Ram,,true,false,false,,SEC EDGAR
GOOGL|0001193125-26-393513|nonDerivative|2026-09-14|Shriram Kavitark Ram|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393513,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393513/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,597,D,Shriram Kavitark Ram,,true,false,false,,SEC EDGAR
GOOGL|0001193125-26-393491|nonDerivative|2026-09-14|Schindler Philipp|A|Class C Google Stock Units|16|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393491,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393491/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,16,0,0.0,24374,D,Schindler Philipp,"SVP, Chief Business Officer",false,true,false,"SVP, Chief Business Officer",SEC EDGAR
GOOGL|0001193125-26-393491|nonDerivative|2026-09-14|Schindler Philipp|A|Class C Google Stock Units|41|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393491,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393491/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,41,0,0.0,64848,D,Schindler Philipp,"SVP, Chief Business Officer",false,true,false,"SVP, Chief Business Officer",SEC EDGAR
GOOGL|0001193125-26-393491|nonDerivative|2026-09-14|Schindler Philipp|A|Class C Google Stock Units|47|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393491,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393491/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,47,0,0.0,74296,D,Schindler Philipp,"SVP, Chief Business Officer",false,true,false,"SVP, Chief Business Officer",SEC EDGAR
GOOGL|0001193125-26-393500|nonDerivative|2026-09-14|Saraci Marsida|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393500,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393500/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1156,D,Saraci Marsida,"VP, Chief Accounting Officer",false,true,false,"VP, Chief Accounting Officer",SEC EDGAR
GOOGL|0001193125-26-393500|nonDerivative|2026-09-14|Saraci Marsida|A|Class C Google Stock Units|2|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393500,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393500/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,2,0,0.0,3648,D,Saraci Marsida,"VP, Chief Accounting Officer",false,true,false,"VP, Chief Accounting Officer",SEC EDGAR
GOOGL|0001193125-26-393500|nonDerivative|2026-09-14|Saraci Marsida|A|Class C Google Stock Units|3|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393500,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393500/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,3,0,0.0,4149,D,Saraci Marsida,"VP, Chief Accounting Officer",false,true,false,"VP, Chief Accounting Officer",SEC EDGAR
GOOGL|0001193125-26-393500|nonDerivative|2026-09-14|Saraci Marsida|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393500,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393500/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,706,D,Saraci Marsida,"VP, Chief Accounting Officer",false,true,false,"VP, Chief Accounting Officer",SEC EDGAR
GOOGL|0001193125-26-393494|nonDerivative|2026-09-14|Porat Ruth|A|Class C Google Stock Units|37|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393494,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393494/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,37,0,0.0,57869,D,Porat Ruth,President and CIO,false,true,false,President and CIO,SEC EDGAR
GOOGL|0001193125-26-393494|nonDerivative|2026-09-14|Porat Ruth|A|Class C Google Stock Units|12|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393494,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393494/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,12,0,0.0,19076,D,Porat Ruth,President and CIO,false,true,false,President and CIO,SEC EDGAR
GOOGL|0001193125-26-393494|nonDerivative|2026-09-14|Porat Ruth|A|Class C Google Stock Units|33|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393494,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393494/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,33,0,0.0,51338,D,Porat Ruth,President and CIO,false,true,false,President and CIO,SEC EDGAR
GOOGL|0001193125-26-393483|nonDerivative|2026-09-14|Pichai Sundar|A|Class C Google Stock Units|131|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393483,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393483/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,131,0,0.0,206509,D,Pichai Sundar,Chief Executive Officer,true,true,false,Chief Executive Officer,SEC EDGAR
GOOGL|0001193125-26-393511|nonDerivative|2026-09-14|Hennessy John L.|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393511,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393511/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1343,D,Hennessy John L.,,true,false,false,,SEC EDGAR
GOOGL|0001193125-26-393506|nonDerivative|2026-09-14|Ferguson Roger W. Jr.|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393506,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393506/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1433,D,Ferguson Roger W. Jr.,,true,false,false,,SEC EDGAR
GOOGL|0001193125-26-393506|nonDerivative|2026-09-14|Ferguson Roger W. Jr.|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393506,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393506/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,597,D,Ferguson Roger W. Jr.,,true,false,false,,SEC EDGAR
GOOGL|0001193125-26-393509|nonDerivative|2026-09-14|DOERR L JOHN|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393509,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393509/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1433,D,DOERR L JOHN,,true,false,false,,SEC EDGAR
GOOGL|0001193125-26-393509|nonDerivative|2026-09-14|DOERR L JOHN|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393509,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393509/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,597,D,DOERR L JOHN,,true,false,false,,SEC EDGAR
GOOGL|0001193125-26-393503|nonDerivative|2026-09-14|CHAVEZ R. MARTIN|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393503,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393503/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,597,D,CHAVEZ R. MARTIN,,true,false,false,,SEC EDGAR
GOOGL|0001193125-26-393503|nonDerivative|2026-09-14|CHAVEZ R. MARTIN|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393503,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393503/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,941,D,CHAVEZ R. MARTIN,,true,false,false,,SEC EDGAR
GOOGL|0001193125-26-393485|nonDerivative|2026-09-14|Ashkenazi Anat|A|Class C Google Stock Units|11|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393485,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393485/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,11,0,0.0,16600,D,Ashkenazi Anat,"SVP, Chief Financial Officer",false,true,false,"SVP, Chief Financial Officer",SEC EDGAR
GOOGL|0001193125-26-393485|nonDerivative|2026-09-14|Ashkenazi Anat|A|Class C Google Stock Units|33|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393485,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393485/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,33,0,0.0,51338,D,Ashkenazi Anat,"SVP, Chief Financial Officer",false,true,false,"SVP, Chief Financial Officer",SEC EDGAR
GOOGL|0001193125-26-393485|nonDerivative|2026-09-14|Ashkenazi Anat|A|Class C Google Stock Units|38|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393485,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393485/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,38,0,0.0,58989,D,Ashkenazi Anat,"SVP, Chief Financial Officer",false,true,false,"SVP, Chief Financial Officer",SEC EDGAR
GOOGL|0001193125-26-393517|nonDerivative|2026-09-14|ARNOLD FRANCES|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393517,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393517/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,597,D,ARNOLD FRANCES,,true,false,false,,SEC EDGAR
