unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
GOOGL|0001193125-26-393517|nonDerivative|2026-09-14|ARNOLD FRANCES|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393517,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393517/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1433,D,ARNOLD FRANCES,,true,false,false,,SEC EDGAR
GOOGL|0001193125-26-393517|nonDerivative|2026-09-14|ARNOLD FRANCES|A|Class C Google Stock Units|11|0|D,2026-09-17 04:45:13+0000,GOOGL,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393517,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393517/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,11,0,0.0,941,D,ARNOLD FRANCES,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393515|nonDerivative|2026-09-14|Washington Robin L|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393515,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393515/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1433,D,Washington Robin L,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393515|nonDerivative|2026-09-14|Washington Robin L|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393515,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393515/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,597,D,Washington Robin L,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393497|nonDerivative|2026-09-14|WALKER JOHN KENT|A|Class C Google Stock Units|37|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393497,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393497/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,37,0,0.0,57869,D,WALKER JOHN KENT,"President, Global Affairs, CLO",false,true,false,"President, Global Affairs, CLO",SEC EDGAR
GOOG|0001193125-26-393497|nonDerivative|2026-09-14|WALKER JOHN KENT|A|Class C Google Stock Units|12|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393497,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393497/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,12,0,0.0,19076,D,WALKER JOHN KENT,"President, Global Affairs, CLO",false,true,false,"President, Global Affairs, CLO",SEC EDGAR
GOOG|0001193125-26-393497|nonDerivative|2026-09-14|WALKER JOHN KENT|A|Class C Google Stock Units|33|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393497,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393497/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,33,0,0.0,51338,D,WALKER JOHN KENT,"President, Global Affairs, CLO",false,true,false,"President, Global Affairs, CLO",SEC EDGAR
GOOG|0001193125-26-393513|nonDerivative|2026-09-14|Shriram Kavitark Ram|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393513,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393513/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1433,D,Shriram Kavitark Ram,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393513|nonDerivative|2026-09-14|Shriram Kavitark Ram|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393513,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393513/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,597,D,Shriram Kavitark Ram,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393491|nonDerivative|2026-09-14|Schindler Philipp|A|Class C Google Stock Units|16|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393491,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393491/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,16,0,0.0,24374,D,Schindler Philipp,"SVP, Chief Business Officer",false,true,false,"SVP, Chief Business Officer",SEC EDGAR
GOOG|0001193125-26-393491|nonDerivative|2026-09-14|Schindler Philipp|A|Class C Google Stock Units|41|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393491,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393491/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,41,0,0.0,64848,D,Schindler Philipp,"SVP, Chief Business Officer",false,true,false,"SVP, Chief Business Officer",SEC EDGAR
GOOG|0001193125-26-393491|nonDerivative|2026-09-14|Schindler Philipp|A|Class C Google Stock Units|47|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393491,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393491/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,47,0,0.0,74296,D,Schindler Philipp,"SVP, Chief Business Officer",false,true,false,"SVP, Chief Business Officer",SEC EDGAR
GOOG|0001193125-26-393500|nonDerivative|2026-09-14|Saraci Marsida|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393500,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393500/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1156,D,Saraci Marsida,"VP, Chief Accounting Officer",false,true,false,"VP, Chief Accounting Officer",SEC EDGAR
GOOG|0001193125-26-393500|nonDerivative|2026-09-14|Saraci Marsida|A|Class C Google Stock Units|2|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393500,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393500/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,2,0,0.0,3648,D,Saraci Marsida,"VP, Chief Accounting Officer",false,true,false,"VP, Chief Accounting Officer",SEC EDGAR
GOOG|0001193125-26-393500|nonDerivative|2026-09-14|Saraci Marsida|A|Class C Google Stock Units|3|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393500,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393500/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,3,0,0.0,4149,D,Saraci Marsida,"VP, Chief Accounting Officer",false,true,false,"VP, Chief Accounting Officer",SEC EDGAR
GOOG|0001193125-26-393500|nonDerivative|2026-09-14|Saraci Marsida|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393500,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393500/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,706,D,Saraci Marsida,"VP, Chief Accounting Officer",false,true,false,"VP, Chief Accounting Officer",SEC EDGAR
GOOG|0001193125-26-393494|nonDerivative|2026-09-14|Porat Ruth|A|Class C Google Stock Units|37|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393494,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393494/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,37,0,0.0,57869,D,Porat Ruth,President and CIO,false,true,false,President and CIO,SEC EDGAR
GOOG|0001193125-26-393494|nonDerivative|2026-09-14|Porat Ruth|A|Class C Google Stock Units|12|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393494,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393494/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,12,0,0.0,19076,D,Porat Ruth,President and CIO,false,true,false,President and CIO,SEC EDGAR
GOOG|0001193125-26-393494|nonDerivative|2026-09-14|Porat Ruth|A|Class C Google Stock Units|33|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393494,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393494/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,33,0,0.0,51338,D,Porat Ruth,President and CIO,false,true,false,President and CIO,SEC EDGAR
GOOG|0001193125-26-393483|nonDerivative|2026-09-14|Pichai Sundar|A|Class C Google Stock Units|131|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393483,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393483/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,131,0,0.0,206509,D,Pichai Sundar,Chief Executive Officer,true,true,false,Chief Executive Officer,SEC EDGAR
GOOG|0001193125-26-393511|nonDerivative|2026-09-14|Hennessy John L.|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393511,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393511/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1343,D,Hennessy John L.,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393506|nonDerivative|2026-09-14|Ferguson Roger W. Jr.|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393506,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393506/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1433,D,Ferguson Roger W. Jr.,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393506|nonDerivative|2026-09-14|Ferguson Roger W. Jr.|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393506,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393506/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,597,D,Ferguson Roger W. Jr.,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393509|nonDerivative|2026-09-14|DOERR L JOHN|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393509,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393509/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1433,D,DOERR L JOHN,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393509|nonDerivative|2026-09-14|DOERR L JOHN|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393509,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393509/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,597,D,DOERR L JOHN,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393503|nonDerivative|2026-09-14|CHAVEZ R. MARTIN|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393503,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393503/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,597,D,CHAVEZ R. MARTIN,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393503|nonDerivative|2026-09-14|CHAVEZ R. MARTIN|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393503,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393503/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,941,D,CHAVEZ R. MARTIN,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393485|nonDerivative|2026-09-14|Ashkenazi Anat|A|Class C Google Stock Units|11|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393485,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393485/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,11,0,0.0,16600,D,Ashkenazi Anat,"SVP, Chief Financial Officer",false,true,false,"SVP, Chief Financial Officer",SEC EDGAR
GOOG|0001193125-26-393485|nonDerivative|2026-09-14|Ashkenazi Anat|A|Class C Google Stock Units|33|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393485,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393485/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,33,0,0.0,51338,D,Ashkenazi Anat,"SVP, Chief Financial Officer",false,true,false,"SVP, Chief Financial Officer",SEC EDGAR
GOOG|0001193125-26-393485|nonDerivative|2026-09-14|Ashkenazi Anat|A|Class C Google Stock Units|38|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393485,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393485/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,38,0,0.0,58989,D,Ashkenazi Anat,"SVP, Chief Financial Officer",false,true,false,"SVP, Chief Financial Officer",SEC EDGAR
GOOG|0001193125-26-393517|nonDerivative|2026-09-14|ARNOLD FRANCES|A|Class C Google Stock Units|0.4|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393517,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393517/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,0.4,0,0.0,597,D,ARNOLD FRANCES,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393517|nonDerivative|2026-09-14|ARNOLD FRANCES|A|Class C Google Stock Units|1|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393517,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393517/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,1,0,0.0,1433,D,ARNOLD FRANCES,,true,false,false,,SEC EDGAR
GOOG|0001193125-26-393517|nonDerivative|2026-09-14|ARNOLD FRANCES|A|Class C Google Stock Units|11|0|D,2026-09-17 04:45:13+0000,GOOG,Alphabet Inc.,0001652044,4,2026-09-16,2026-09-14,0001193125-26-393517,https://www.sec.gov/Archives/edgar/data/1652044/000119312526393517/ownership.xml,nonDerivative,2026-09-14,A,Class C Google Stock Units,11,0,0.0,941,D,ARNOLD FRANCES,,true,false,false,,SEC EDGAR
GILD|0001782135-26-000033|nonDerivative|2026-09-15|Mercier Johanna|S|Common Stock|1600|143.6917|D,2026-09-17 04:45:13+0000,GILD,"GILEAD SCIENCES, INC.",0000882095,4,2026-09-16,2026-09-15,0001782135-26-000033,https://www.sec.gov/Archives/edgar/data/882095/000178213526000033/wk-form4_1789590469.xml,nonDerivative,2026-09-15,S,Common Stock,1600,143.6917,229906.72,118084,D,Mercier Johanna,"Officer, Chief Comm & Corp Aff Officer",0,1,0,Chief Comm & Corp Aff Officer,SEC EDGAR
GILD|0001782135-26-000033|nonDerivative|2026-09-15|Mercier Johanna|S|Common Stock|800|144.4569|D,2026-09-17 04:45:13+0000,GILD,"GILEAD SCIENCES, INC.",0000882095,4,2026-09-16,2026-09-15,0001782135-26-000033,https://www.sec.gov/Archives/edgar/data/882095/000178213526000033/wk-form4_1789590469.xml,nonDerivative,2026-09-15,S,Common Stock,800,144.4569,115565.51999999999,117284,D,Mercier Johanna,"Officer, Chief Comm & Corp Aff Officer",0,1,0,Chief Comm & Corp Aff Officer,SEC EDGAR
GILD|0001782135-26-000033|nonDerivative|2026-09-15|Mercier Johanna|S|Common Stock|600|145.29|D,2026-09-17 04:45:13+0000,GILD,"GILEAD SCIENCES, INC.",0000882095,4,2026-09-16,2026-09-15,0001782135-26-000033,https://www.sec.gov/Archives/edgar/data/882095/000178213526000033/wk-form4_1789590469.xml,nonDerivative,2026-09-15,S,Common Stock,600,145.29,87174.0,116684,D,Mercier Johanna,"Officer, Chief Comm & Corp Aff Officer",0,1,0,Chief Comm & Corp Aff Officer,SEC EDGAR
GILD|0001310204-26-000029|nonDerivative|2026-09-15|Dickinson Andrew D|S|Common Stock|3000|145.29|D,2026-09-17 04:45:13+0000,GILD,"GILEAD SCIENCES, INC.",0000882095,4,2026-09-16,2026-09-15,0001310204-26-000029,https://www.sec.gov/Archives/edgar/data/882095/000131020426000029/wk-form4_1789590643.xml,nonDerivative,2026-09-15,S,Common Stock,3000,145.29,435870.0,164096,D,Dickinson Andrew D,"Officer, Chief Financial Officer",0,1,0,Chief Financial Officer,SEC EDGAR
"GEHC|0001694002-26-000011|nonDerivative|2026-09-14|Grogan William K|A|Common Stock, par value $0.01 per share|62256|0|D",2026-09-17 04:45:13+0000,GEHC,GE HealthCare Technologies Inc.,0001932393,4,2026-09-16,2026-09-14,0001694002-26-000011,https://www.sec.gov/Archives/edgar/data/1932393/000169400226000011/wk-form4_1789596117.xml,nonDerivative,2026-09-14,A,"Common Stock, par value $0.01 per share",62256,0,0.0,62256,D,Grogan William K,"Officer, Chief Financial Officer",0,1,0,Chief Financial Officer,SEC EDGAR
"GEHC|0001694002-26-000011|nonDerivative|2026-09-14|Grogan William K|A|Common Stock, par value $0.01 per share|12840|0|D",2026-09-17 04:45:13+0000,GEHC,GE HealthCare Technologies Inc.,0001932393,4,2026-09-16,2026-09-14,0001694002-26-000011,https://www.sec.gov/Archives/edgar/data/1932393/000169400226000011/wk-form4_1789596117.xml,nonDerivative,2026-09-14,A,"Common Stock, par value $0.01 per share",12840,0,0.0,75096,D,Grogan William K,"Officer, Chief Financial Officer",0,1,0,Chief Financial Officer,SEC EDGAR
GEHC|0001694002-26-000011|derivative|2026-09-14|Grogan William K|A|Employee Stock Option (right to buy)|31877|0|D,2026-09-17 04:45:13+0000,GEHC,GE HealthCare Technologies Inc.,0001932393,4,2026-09-16,2026-09-14,0001694002-26-000011,https://www.sec.gov/Archives/edgar/data/1932393/000169400226000011/wk-form4_1789596117.xml,derivative,2026-09-14,A,Employee Stock Option (right to buy),31877,0,0.0,31877,D,Grogan William K,"Officer, Chief Financial Officer",0,1,0,Chief Financial Officer,SEC EDGAR
FTNT|0001476336-26-000014|nonDerivative|2026-09-14|Whittle John|M|Common Stock|53865|62.11|D,2026-09-17 04:45:13+0000,FTNT,"Fortinet, Inc.",0001262039,4,2026-09-16,2026-09-14,0001476336-26-000014,https://www.sec.gov/Archives/edgar/data/1262039/000147633626000014/form4-09162026_080920.xml,nonDerivative,2026-09-14,M,Common Stock,53865,62.11,3345555.15,150852,D,Whittle John,CHIEF OPERATING OFFICER,false,true,false,CHIEF OPERATING OFFICER,SEC EDGAR
FTNT|0001476336-26-000014|nonDerivative|2026-09-14|Whittle John|S|Common Stock|52707|165.4274|D,2026-09-17 04:45:13+0000,FTNT,"Fortinet, Inc.",0001262039,4,2026-09-16,2026-09-14,0001476336-26-000014,https://www.sec.gov/Archives/edgar/data/1262039/000147633626000014/form4-09162026_080920.xml,nonDerivative,2026-09-14,S,Common Stock,52707,165.4274,8719181.9718,98145,D,Whittle John,CHIEF OPERATING OFFICER,false,true,false,CHIEF OPERATING OFFICER,SEC EDGAR
FTNT|0001476336-26-000014|nonDerivative|2026-09-14|Whittle John|S|Common Stock|1158|166.0175|D,2026-09-17 04:45:13+0000,FTNT,"Fortinet, Inc.",0001262039,4,2026-09-16,2026-09-14,0001476336-26-000014,https://www.sec.gov/Archives/edgar/data/1262039/000147633626000014/form4-09162026_080920.xml,nonDerivative,2026-09-14,S,Common Stock,1158,166.0175,192248.265,96987,D,Whittle John,CHIEF OPERATING OFFICER,false,true,false,CHIEF OPERATING OFFICER,SEC EDGAR
FTNT|0001476336-26-000014|nonDerivative|2026-09-15|Whittle John|M|Common Stock|2835|62.11|D,2026-09-17 04:45:13+0000,FTNT,"Fortinet, Inc.",0001262039,4,2026-09-16,2026-09-14,0001476336-26-000014,https://www.sec.gov/Archives/edgar/data/1262039/000147633626000014/form4-09162026_080920.xml,nonDerivative,2026-09-15,M,Common Stock,2835,62.11,176081.85,99822,D,Whittle John,CHIEF OPERATING OFFICER,false,true,false,CHIEF OPERATING OFFICER,SEC EDGAR
FTNT|0001476336-26-000014|nonDerivative|2026-09-15|Whittle John|S|Common Stock|2835|168.74|D,2026-09-17 04:45:13+0000,FTNT,"Fortinet, Inc.",0001262039,4,2026-09-16,2026-09-14,0001476336-26-000014,https://www.sec.gov/Archives/edgar/data/1262039/000147633626000014/form4-09162026_080920.xml,nonDerivative,2026-09-15,S,Common Stock,2835,168.74,478377.9,96987,D,Whittle John,CHIEF OPERATING OFFICER,false,true,false,CHIEF OPERATING OFFICER,SEC EDGAR
FTNT|0001476336-26-000014|derivative|2026-09-14|Whittle John|M|Stock Option (right to buy)|53865|0|D,2026-09-17 04:45:13+0000,FTNT,"Fortinet, Inc.",0001262039,4,2026-09-16,2026-09-14,0001476336-26-000014,https://www.sec.gov/Archives/edgar/data/1262039/000147633626000014/form4-09162026_080920.xml,derivative,2026-09-14,M,Stock Option (right to buy),53865,0,0.0,2835,D,Whittle John,CHIEF OPERATING OFFICER,false,true,false,CHIEF OPERATING OFFICER,SEC EDGAR
FTNT|0001476336-26-000014|derivative|2026-09-15|Whittle John|M|Stock Option (right to buy)|2835|0|D,2026-09-17 04:45:13+0000,FTNT,"Fortinet, Inc.",0001262039,4,2026-09-16,2026-09-14,0001476336-26-000014,https://www.sec.gov/Archives/edgar/data/1262039/000147633626000014/form4-09162026_080920.xml,derivative,2026-09-15,M,Stock Option (right to buy),2835,0,0.0,0,D,Whittle John,CHIEF OPERATING OFFICER,false,true,false,CHIEF OPERATING OFFICER,SEC EDGAR
FOXA|0001628280-26-062330|nonDerivative|2026-09-15|MURDOCH LACHLAN K|S|Class A Common Stock|149934|68.53|D,2026-09-17 04:45:13+0000,FOXA,Fox Corp,0001754301,4,2026-09-16,2026-09-15,0001628280-26-062330,https://www.sec.gov/Archives/edgar/data/1754301/000162828026062330/wk-form4_1789596176.xml,nonDerivative,2026-09-15,S,Class A Common Stock,149934,68.53,10274977.02,152,D,MURDOCH LACHLAN K,"Director, Officer, Executive Chair, CEO",1,1,0,"Executive Chair, CEO",SEC EDGAR
