unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
AMD|0000002488-26-000174|nonDerivative|2026-08-20|Papermaster Mark D|S|Common Stock|664|467.88|D,2026-08-26 01:53:32+0000,AMD,ADVANCED MICRO DEVICES INC,0000002488,4,2026-08-21,2026-08-19,0000002488-26-000174,https://www.sec.gov/Archives/edgar/data/2488/000000248826000174/wk-form4_1787349005.xml,nonDerivative,2026-08-20,S,Common Stock,664,467.88,310672.32,1283427,D,Papermaster Mark D,"Officer, Chief Technology Officer & EVP",0,1,0,Chief Technology Officer & EVP,SEC EDGAR
AMD|0000002488-26-000174|nonDerivative|2026-08-20|Papermaster Mark D|S|Common Stock|400|469.85|D,2026-08-26 01:53:32+0000,AMD,ADVANCED MICRO DEVICES INC,0000002488,4,2026-08-21,2026-08-19,0000002488-26-000174,https://www.sec.gov/Archives/edgar/data/2488/000000248826000174/wk-form4_1787349005.xml,nonDerivative,2026-08-20,S,Common Stock,400,469.85,187940.0,1283027,D,Papermaster Mark D,"Officer, Chief Technology Officer & EVP",0,1,0,Chief Technology Officer & EVP,SEC EDGAR
AMD|0000002488-26-000174|nonDerivative|2026-08-20|Papermaster Mark D|S|Common Stock|2326|471.44|D,2026-08-26 01:53:32+0000,AMD,ADVANCED MICRO DEVICES INC,0000002488,4,2026-08-21,2026-08-19,0000002488-26-000174,https://www.sec.gov/Archives/edgar/data/2488/000000248826000174/wk-form4_1787349005.xml,nonDerivative,2026-08-20,S,Common Stock,2326,471.44,1096569.44,1280701,D,Papermaster Mark D,"Officer, Chief Technology Officer & EVP",0,1,0,Chief Technology Officer & EVP,SEC EDGAR
AMD|0000002488-26-000174|nonDerivative|2026-08-20|Papermaster Mark D|S|Common Stock|2600|472.36|D,2026-08-26 01:53:32+0000,AMD,ADVANCED MICRO DEVICES INC,0000002488,4,2026-08-21,2026-08-19,0000002488-26-000174,https://www.sec.gov/Archives/edgar/data/2488/000000248826000174/wk-form4_1787349005.xml,nonDerivative,2026-08-20,S,Common Stock,2600,472.36,1228136.0,1278101,D,Papermaster Mark D,"Officer, Chief Technology Officer & EVP",0,1,0,Chief Technology Officer & EVP,SEC EDGAR
AMD|0000002488-26-000174|nonDerivative|2026-08-20|Papermaster Mark D|S|Common Stock|6667|473.47|D,2026-08-26 01:53:32+0000,AMD,ADVANCED MICRO DEVICES INC,0000002488,4,2026-08-21,2026-08-19,0000002488-26-000174,https://www.sec.gov/Archives/edgar/data/2488/000000248826000174/wk-form4_1787349005.xml,nonDerivative,2026-08-20,S,Common Stock,6667,473.47,3156624.49,1271434,D,Papermaster Mark D,"Officer, Chief Technology Officer & EVP",0,1,0,Chief Technology Officer & EVP,SEC EDGAR
AMD|0000002488-26-000174|nonDerivative|2026-08-20|Papermaster Mark D|S|Common Stock|9523|474.35|D,2026-08-26 01:53:32+0000,AMD,ADVANCED MICRO DEVICES INC,0000002488,4,2026-08-21,2026-08-19,0000002488-26-000174,https://www.sec.gov/Archives/edgar/data/2488/000000248826000174/wk-form4_1787349005.xml,nonDerivative,2026-08-20,S,Common Stock,9523,474.35,4517235.05,1261911,D,Papermaster Mark D,"Officer, Chief Technology Officer & EVP",0,1,0,Chief Technology Officer & EVP,SEC EDGAR
AMD|0000002488-26-000174|nonDerivative|2026-08-20|Papermaster Mark D|S|Common Stock|450|475.19|D,2026-08-26 01:53:32+0000,AMD,ADVANCED MICRO DEVICES INC,0000002488,4,2026-08-21,2026-08-19,0000002488-26-000174,https://www.sec.gov/Archives/edgar/data/2488/000000248826000174/wk-form4_1787349005.xml,nonDerivative,2026-08-20,S,Common Stock,450,475.19,213835.5,1261461,D,Papermaster Mark D,"Officer, Chief Technology Officer & EVP",0,1,0,Chief Technology Officer & EVP,SEC EDGAR
"AFL|0001104659-26-099445|nonDerivative|2026-08-19|Japan Post Holdings Co., Ltd.|S|Common Stock|9353|116.62|I",2026-08-26 01:53:32+0000,AFL,AFLAC INC,0000004977,4,2026-08-21,2026-08-19,0001104659-26-099445,https://www.sec.gov/Archives/edgar/data/4977/000110465926099445/tm2619407-7_4seq1.xml,nonDerivative,2026-08-19,S,Common Stock,9353,116.62,1090746.86,50821137,I,"Japan Post Holdings Co., Ltd.",10% Owner,0,0,1,,SEC EDGAR
"AFL|0001104659-26-099445|nonDerivative|2026-08-19|Japan Post Holdings Co., Ltd.|S|Common Stock|1529|117.29|I",2026-08-26 01:53:32+0000,AFL,AFLAC INC,0000004977,4,2026-08-21,2026-08-19,0001104659-26-099445,https://www.sec.gov/Archives/edgar/data/4977/000110465926099445/tm2619407-7_4seq1.xml,nonDerivative,2026-08-19,S,Common Stock,1529,117.29,179336.41,50819608,I,"Japan Post Holdings Co., Ltd.",10% Owner,0,0,1,,SEC EDGAR
"AFL|0001104659-26-099445|nonDerivative|2026-08-19|Japan Post Holdings Co., Ltd.|S|Common Stock|980|118.59|I",2026-08-26 01:53:32+0000,AFL,AFLAC INC,0000004977,4,2026-08-21,2026-08-19,0001104659-26-099445,https://www.sec.gov/Archives/edgar/data/4977/000110465926099445/tm2619407-7_4seq1.xml,nonDerivative,2026-08-19,S,Common Stock,980,118.59,116218.2,50818628,I,"Japan Post Holdings Co., Ltd.",10% Owner,0,0,1,,SEC EDGAR
"AFL|0001104659-26-099445|nonDerivative|2026-08-19|Japan Post Holdings Co., Ltd.|S|Common Stock|798|119.6|I",2026-08-26 01:53:32+0000,AFL,AFLAC INC,0000004977,4,2026-08-21,2026-08-19,0001104659-26-099445,https://www.sec.gov/Archives/edgar/data/4977/000110465926099445/tm2619407-7_4seq1.xml,nonDerivative,2026-08-19,S,Common Stock,798,119.6,95440.79999999999,50817830,I,"Japan Post Holdings Co., Ltd.",10% Owner,0,0,1,,SEC EDGAR
"AFL|0001104659-26-099445|nonDerivative|2026-08-19|Japan Post Holdings Co., Ltd.|S|Common Stock|40|120.14|I",2026-08-26 01:53:32+0000,AFL,AFLAC INC,0000004977,4,2026-08-21,2026-08-19,0001104659-26-099445,https://www.sec.gov/Archives/edgar/data/4977/000110465926099445/tm2619407-7_4seq1.xml,nonDerivative,2026-08-19,S,Common Stock,40,120.14,4805.6,50817790,I,"Japan Post Holdings Co., Ltd.",10% Owner,0,0,1,,SEC EDGAR
ABNB|0001193125-26-361408|nonDerivative|2026-08-19|Mertz Elinor|F|Class A Common Stock|6941.699|183.25|D,2026-08-26 01:53:32+0000,ABNB,"Airbnb, Inc.",0001559720,4,2026-08-21,2026-08-19,0001193125-26-361408,https://www.sec.gov/Archives/edgar/data/1559720/000119312526361408/ownership.xml,nonDerivative,2026-08-19,F,Class A Common Stock,6941.699,183.25,1272066.34175,434600.778,D,Mertz Elinor,Chief Financial Officer,false,true,false,Chief Financial Officer,SEC EDGAR
ABNB|0001193125-26-361410|nonDerivative|2026-08-19|Blecharczyk Nathan|F|Class A Common Stock|4084.648|183.25|D,2026-08-26 01:53:32+0000,ABNB,"Airbnb, Inc.",0001559720,4,2026-08-21,2026-08-19,0001193125-26-361410,https://www.sec.gov/Archives/edgar/data/1559720/000119312526361410/ownership.xml,nonDerivative,2026-08-19,F,Class A Common Stock,4084.648,183.25,748511.746,77546.445,D,Blecharczyk Nathan,Chief Strategy Officer,true,true,true,Chief Strategy Officer,SEC EDGAR
ABNB|0001193125-26-361410|nonDerivative|2026-08-19|Blecharczyk Nathan|C|Class A Common Stock|450||I,2026-08-26 01:53:32+0000,ABNB,"Airbnb, Inc.",0001559720,4,2026-08-21,2026-08-19,0001193125-26-361410,https://www.sec.gov/Archives/edgar/data/1559720/000119312526361410/ownership.xml,nonDerivative,2026-08-19,C,Class A Common Stock,450,,,20567,I,Blecharczyk Nathan,Chief Strategy Officer,true,true,true,Chief Strategy Officer,SEC EDGAR
ABNB|0001193125-26-361410|nonDerivative|2026-08-20|Blecharczyk Nathan|S|Class A Common Stock|2738|184.42|D,2026-08-26 01:53:32+0000,ABNB,"Airbnb, Inc.",0001559720,4,2026-08-21,2026-08-19,0001193125-26-361410,https://www.sec.gov/Archives/edgar/data/1559720/000119312526361410/ownership.xml,nonDerivative,2026-08-20,S,Class A Common Stock,2738,184.42,504941.95999999996,74808.445,D,Blecharczyk Nathan,Chief Strategy Officer,true,true,true,Chief Strategy Officer,SEC EDGAR
ABNB|0001193125-26-361410|derivative|2026-08-19|Blecharczyk Nathan|C|Class B Common Stock|450|0|I,2026-08-26 01:53:32+0000,ABNB,"Airbnb, Inc.",0001559720,4,2026-08-21,2026-08-19,0001193125-26-361410,https://www.sec.gov/Archives/edgar/data/1559720/000119312526361410/ownership.xml,derivative,2026-08-19,C,Class B Common Stock,450,0,0.0,45008659,I,Blecharczyk Nathan,Chief Strategy Officer,true,true,true,Chief Strategy Officer,SEC EDGAR
ABNB|0001193125-26-361412|nonDerivative|2026-08-19|Bernstein David C|F|Class A Common Stock|1070.04|183.25|D,2026-08-26 01:53:32+0000,ABNB,"Airbnb, Inc.",0001559720,4,2026-08-21,2026-08-19,0001193125-26-361412,https://www.sec.gov/Archives/edgar/data/1559720/000119312526361412/ownership.xml,nonDerivative,2026-08-19,F,Class A Common Stock,1070.04,183.25,196084.83,48513.054,D,Bernstein David C,Chief Accounting Officer,false,true,false,Chief Accounting Officer,SEC EDGAR
YUM|0001041061-26-000167|nonDerivative|2026-08-18|Tresvant Sean|M|Common Stock|4101|144.86|D,2026-08-26 01:53:32+0000,YUM,YUM BRANDS INC,0001041061,4,2026-08-20,2026-03-06,0001041061-26-000167,https://www.sec.gov/Archives/edgar/data/1041061/000104106126000167/form4.xml,nonDerivative,2026-08-18,M,Common Stock,4101,144.86,594070.8600000001,7241,D,Tresvant Sean,"Officer, Taco Bell, CEO, YUM CCO",,1,,"Taco Bell, CEO, YUM CCO",SEC EDGAR
YUM|0001041061-26-000167|nonDerivative|2026-08-18|Tresvant Sean|F|Common Stock|2035|144.86|D,2026-08-26 01:53:32+0000,YUM,YUM BRANDS INC,0001041061,4,2026-08-20,2026-03-06,0001041061-26-000167,https://www.sec.gov/Archives/edgar/data/1041061/000104106126000167/form4.xml,nonDerivative,2026-08-18,F,Common Stock,2035,144.86,294790.10000000003,5206,D,Tresvant Sean,"Officer, Taco Bell, CEO, YUM CCO",,1,,"Taco Bell, CEO, YUM CCO",SEC EDGAR
YUM|0001041061-26-000167|derivative|2026-03-06|Tresvant Sean|J|Restricted Stock Units|19.04||D,2026-08-26 01:53:32+0000,YUM,YUM BRANDS INC,0001041061,4,2026-08-20,2026-03-06,0001041061-26-000167,https://www.sec.gov/Archives/edgar/data/1041061/000104106126000167/form4.xml,derivative,2026-03-06,J,Restricted Stock Units,19.04,,,4081.39,D,Tresvant Sean,"Officer, Taco Bell, CEO, YUM CCO",,1,,"Taco Bell, CEO, YUM CCO",SEC EDGAR
YUM|0001041061-26-000167|derivative|2026-06-12|Tresvant Sean|J|Restricted Stock Units|19.84||D,2026-08-26 01:53:32+0000,YUM,YUM BRANDS INC,0001041061,4,2026-08-20,2026-03-06,0001041061-26-000167,https://www.sec.gov/Archives/edgar/data/1041061/000104106126000167/form4.xml,derivative,2026-06-12,J,Restricted Stock Units,19.84,,,4101.23,D,Tresvant Sean,"Officer, Taco Bell, CEO, YUM CCO",,1,,"Taco Bell, CEO, YUM CCO",SEC EDGAR
YUM|0001041061-26-000167|derivative|2026-08-18|Tresvant Sean|M|Restricted Stock Units|4101|0|D,2026-08-26 01:53:32+0000,YUM,YUM BRANDS INC,0001041061,4,2026-08-20,2026-03-06,0001041061-26-000167,https://www.sec.gov/Archives/edgar/data/1041061/000104106126000167/form4.xml,derivative,2026-08-18,M,Restricted Stock Units,4101,0,0.0,0.23,D,Tresvant Sean,"Officer, Taco Bell, CEO, YUM CCO",,1,,"Taco Bell, CEO, YUM CCO",SEC EDGAR
TRGP|0001193125-26-359254|nonDerivative|2026-08-18|Muraro Robert|A|Common Stock|20000|0|D,2026-08-26 01:53:32+0000,TRGP,Targa Resources Corp.,0001389170,4,2026-08-20,2026-08-18,0001193125-26-359254,https://www.sec.gov/Archives/edgar/data/1389170/000119312526359254/ownership.xml,nonDerivative,2026-08-18,A,Common Stock,20000,0,0.0,217401,D,Muraro Robert,Chief Commercial Officer,false,true,false,Chief Commercial Officer,SEC EDGAR
TPR|0001225208-26-007257|nonDerivative|2026-08-19|Roe Scott A.|F|Common Stock|2646.0000|131.7200|D,2026-08-26 01:53:32+0000,TPR,"TAPESTRY, INC.",0001116132,4,2026-08-20,2026-08-19,0001225208-26-007257,https://www.sec.gov/Archives/edgar/data/1116132/000122520826007257/doc4.xml,nonDerivative,2026-08-19,F,Common Stock,2646.0000,131.7200,348531.12,68939.0000,D,Roe Scott A.,"Officer, CFO and COO",,1,,CFO and COO,SEC EDGAR
